index,accuracy
441,75.048828125
442,88.24310302734375
443,54.595947265625
444,89.117431640625
445,74.4903564453125
446,80.7342529296875
447,62.8143310546875
448,85.0860595703125
449,98.61297607421875
450,86.5753173828125
451,80.6732177734375
452,77.74200439453125
453,59.53521728515625
454,79.9041748046875
455,59.4390869140625
456,84.27734375
457,91.326904296875
458,85.55145263671875
459,98.7213134765625
460,53.5247802734375
461,97.54638671875
462,80.05828857421875
463,92.047119140625
464,52.83660888671875
465,69.52972412109375
466,94.66552734375
467,80.09796142578125
468,86.25946044921875
469,89.16473388671875
470,92.30499267578125
471,61.16485595703125
472,91.473388671875
473,72.08404541015625
474,88.50250244140625
475,85.546875
476,74.18975830078125
477,91.89300537109375
478,86.33575439453125
479,98.22540283203125
480,72.0916748046875
481,83.40301513671875
482,94.4427490234375
483,72.89581298828125
484,55.05828857421875
485,86.65313720703125
486,67.974853515625
487,74.13330078125
488,68.13201904296875
489,86.39984130859375
490,59.381103515625
491,97.74932861328125
492,63.824462890625
493,71.112060546875
494,64.3646240234375
495,57.74993896484375
496,90.71044921875
497,73.9044189453125
498,93.0694580078125
499,88.02337646484375
500,81.22406005859375
501,83.184814453125
502,79.89959716796875
503,96.5850830078125
504,95.40557861328125
505,69.580078125
506,80.10711669921875
507,47.76153564453125
508,66.6259765625
509,79.96673583984375
510,93.61572265625
511,81.5887451171875
512,81.84661865234375
513,87.5152587890625
514,49.08905029296875
515,92.39044189453125
516,84.954833984375
517,85.28289794921875
518,86.31744384765625
519,98.75335693359375
520,35.791015625
521,35.4583740234375
522,75.2532958984375
523,80.75714111328125
524,63.45062255859375
525,59.00115966796875
526,83.917236328125
527,66.748046875
528,31.99920654296875
529,76.14593505859375
530,95.3704833984375
531,66.7144775390625
532,87.35198974609375
533,75.84991455078125
534,96.16546630859375
535,85.66741943359375
536,84.5672607421875
537,78.36761474609375
538,89.40887451171875
539,81.77947998046875
540,87.73345947265625
541,78.863525390625
542,74.2767333984375
543,54.49981689453125
544,91.9677734375
545,98.61907958984375
546,79.27398681640625
547,97.6806640625
548,79.34417724609375
549,77.2003173828125
550,87.06817626953125
551,91.973876953125
552,69.6868896484375
553,56.5887451171875
554,87.3138427734375
555,89.11590576171875
556,63.5894775390625
557,71.3287353515625
558,54.3853759765625
559,59.04388427734375
560,72.821044921875
561,57.330322265625
562,73.150634765625
563,79.4342041015625
564,94.51446533203125
565,67.98553466796875
566,85.99700927734375
567,90.88897705078125
568,84.56268310546875
569,96.2554931640625
570,69.25811767578125
571,78.082275390625
572,72.662353515625
573,66.31011962890625
574,86.71875
575,70.91827392578125
576,81.8359375
577,73.24371337890625
578,58.544921875
579,77.46429443359375
580,97.5494384765625
581,87.24517822265625
582,71.49505615234375
583,50.20599365234375
584,64.83154296875
585,95.6939697265625
586,89.33563232421875
587,89.33563232421875
588,96.75750732421875
589,93.94683837890625
590,88.1317138671875
591,83.685302734375
592,83.30230712890625
593,95.9686279296875
594,59.76104736328125
595,66.00189208984375
596,88.92669677734375
597,86.3250732421875
598,91.26739501953125
599,94.8486328125
600,77.1026611328125
601,79.45556640625
602,78.30810546875
603,95.1141357421875
604,93.50128173828125
605,87.12921142578125
606,84.48638916015625
607,84.33074951171875
608,89.36309814453125
609,95.0408935546875
610,42.03338623046875
611,89.642333984375
612,84.576416015625
613,86.5936279296875
614,89.5965576171875
615,79.60205078125
616,77.24609375
617,92.21649169921875
618,87.5732421875
619,84.57489013671875
620,87.41607666015625
621,48.98529052734375
622,75.09613037109375
623,27.45361328125
624,91.4520263671875
625,91.42303466796875
626,64.48974609375
627,86.81793212890625
628,88.63067626953125
629,82.1075439453125
630,80.51605224609375
631,88.81378173828125
632,86.41357421875
633,47.83477783203125
634,80.2520751953125
635,58.11920166015625
636,67.43621826171875
637,81.80389404296875
638,84.64202880859375
639,67.608642578125
640,97.37548828125
641,49.45526123046875
642,78.58734130859375
643,89.971923828125
644,88.787841796875
645,96.8994140625
646,69.6502685546875
647,92.2637939453125
648,59.96856689453125
649,91.26434326171875
650,54.50439453125
651,94.7479248046875
652,81.884765625
653,91.16668701171875
654,50.69427490234375
655,92.132568359375
656,84.6710205078125
657,77.5848388671875
658,80.92041015625
659,52.21099853515625
660,85.05096435546875
661,52.8533935546875
662,77.4139404296875
663,86.43951416015625
664,95.67413330078125
665,82.91778564453125
666,86.28692626953125
667,96.3836669921875
668,86.6790771484375
669,90.1092529296875
670,88.0035400390625
671,80.25360107421875
672,82.97271728515625
673,91.3055419921875
674,80.19866943359375
675,88.57574462890625
676,83.9447021484375
677,79.4158935546875
678,68.8690185546875
679,81.9122314453125
680,80.8135986328125
681,69.67010498046875
682,74.261474609375
683,91.32080078125
684,89.96734619140625
685,80.40008544921875
686,94.15740966796875
687,80.32684326171875
688,83.9691162109375
689,80.14678955078125
690,89.0228271484375
691,86.7340087890625
692,97.73101806640625
693,55.2825927734375
694,89.63775634765625
695,55.4779052734375
696,83.84857177734375
697,77.6458740234375
698,94.59228515625
699,81.640625
700,91.01104736328125
701,35.12420654296875
702,92.72003173828125
703,83.29010009765625
704,51.6387939453125
705,73.28643798828125
706,79.2449951171875
707,49.13177490234375
708,96.37451171875
709,37.1551513671875
710,59.23919677734375
711,74.04937744140625
712,64.0838623046875
713,34.539794921875
714,93.7255859375
715,66.90673828125
716,79.22821044921875
717,54.5806884765625
718,71.1761474609375
719,75.84381103515625
720,84.14459228515625
721,96.868896484375
722,85.29205322265625
723,89.3280029296875
724,94.873046875
725,77.16064453125
726,88.16680908203125
727,71.31500244140625
728,75.86212158203125
729,87.35504150390625
730,75.15106201171875
731,79.50592041015625
732,96.80023193359375
733,67.803955078125
734,71.9757080078125
735,88.3544921875
736,84.22698974609375
737,66.98150634765625
738,78.1768798828125
739,90.6158447265625
740,70.81756591796875
741,89.68353271484375
742,98.468017578125
743,96.3348388671875
744,84.12017822265625
745,91.9921875
746,47.91107177734375
747,80.63812255859375
748,79.87518310546875
749,75.46539306640625
750,37.359619140625
751,91.1468505859375
752,74.2218017578125
753,72.6165771484375
754,85.6475830078125
755,84.0118408203125
756,83.29620361328125
757,76.2908935546875
758,86.38153076171875
759,71.87957763671875
760,85.90850830078125
761,70.47119140625
762,68.62945556640625
763,74.8321533203125
764,93.8079833984375
765,63.13934326171875
766,81.6741943359375
767,84.22698974609375
768,80.4840087890625
769,92.047119140625
770,91.7572021484375
771,44.30389404296875
772,31.02569580078125
773,70.1507568359375
774,74.0936279296875
775,67.45147705078125
776,98.6236572265625
777,93.9666748046875
778,72.56927490234375
779,53.01055908203125
780,84.44671630859375
781,95.27740478515625
782,86.3555908203125
783,94.29473876953125
784,72.7325439453125
785,59.9884033203125
786,73.72894287109375
787,79.7393798828125
788,83.28704833984375
789,56.6131591796875
790,91.89453125
791,77.72674560546875
792,67.2210693359375
793,97.6776123046875
794,67.2393798828125
795,62.83111572265625
796,70.57647705078125
797,71.7681884765625
798,81.04705810546875
799,67.1905517578125
800,67.09136962890625
801,73.468017578125
802,98.10791015625
803,95.8984375
804,97.0489501953125
805,75.9765625
806,69.0765380859375
807,68.62030029296875
808,70.43609619140625
809,65.33966064453125
810,97.50518798828125
811,89.16015625
812,64.36920166015625
813,92.1051025390625
814,80.96466064453125
815,73.2666015625
816,72.18170166015625
817,80.72509765625
818,78.26690673828125
819,94.49920654296875
820,94.14825439453125
821,93.46160888671875
822,96.63848876953125
823,75.77056884765625
824,85.076904296875
825,71.6461181640625
826,84.83734130859375
827,89.56146240234375
828,74.07379150390625
829,81.29119873046875
830,97.13897705078125
831,77.62298583984375
832,66.62139892578125
833,93.88885498046875
834,88.94805908203125
835,79.205322265625
836,94.6258544921875
837,70.6085205078125
838,78.16009521484375
839,67.39654541015625
840,38.42010498046875
841,78.53851318359375
842,61.859130859375
843,84.1033935546875
844,78.289794921875
845,71.685791015625
846,90.936279296875
847,92.12799072265625
848,78.82843017578125
849,96.673583984375
850,83.89129638671875
851,94.63348388671875
852,87.38861083984375
853,94.93560791015625
854,79.37774658203125
855,60.19287109375
856,82.1197509765625
857,87.29095458984375
858,77.59246826171875
859,94.81048583984375
860,86.1083984375
861,84.29412841796875
862,96.20361328125
863,80.41534423828125
864,97.62420654296875
865,91.29791259765625
866,75.70343017578125
867,85.54229736328125
868,99.0081787109375
869,58.9324951171875
870,86.81793212890625
871,85.93902587890625
872,93.06488037109375
873,89.874267578125
874,82.30743408203125
875,91.8365478515625
876,98.19488525390625
877,87.2833251953125
878,85.38360595703125
879,77.52685546875
880,83.135986328125
881,98.39324951171875
882,89.7003173828125
883,49.0509033203125
884,73.06060791015625
885,36.86676025390625
886,96.6522216796875
887,72.0550537109375
888,62.567138671875
889,84.4970703125
890,95.819091796875
891,85.1531982421875
892,80.743408203125
893,88.177490234375
894,86.9232177734375
895,96.39739990234375
896,88.19580078125
897,97.41363525390625
898,84.46044921875
899,97.10845947265625
900,87.469482421875
901,81.9610595703125
902,83.1146240234375
903,40.2191162109375
904,81.3751220703125
905,97.1649169921875
906,94.50225830078125
907,87.17193603515625
908,84.99755859375
909,94.1619873046875
910,91.38946533203125
911,62.1551513671875
912,91.16973876953125
913,88.1256103515625
914,71.6156005859375
915,61.98272705078125
916,73.13690185546875
917,71.8658447265625
918,62.74566650390625
919,66.63360595703125
920,79.28466796875
921,96.7071533203125
922,75.47149658203125
923,85.1043701171875
924,89.98565673828125
925,61.4471435546875
926,91.78619384765625
927,97.0458984375
928,60.02197265625
929,89.77508544921875
930,97.77374267578125
931,68.87969970703125
932,83.2733154296875
933,88.76953125
934,70.88165283203125
935,91.26129150390625
936,93.56842041015625
937,66.864013671875
938,77.35595703125
939,55.05218505859375
940,86.85760498046875
941,72.6165771484375
942,82.147216796875
943,93.9727783203125
944,65.399169921875
945,85.3240966796875
946,89.794921875
947,56.03179931640625
948,95.75958251953125
949,84.92584228515625
950,94.26116943359375
951,89.07623291015625
952,83.795166015625
953,83.72344970703125
954,85.3729248046875
955,88.9801025390625
956,92.657470703125
957,97.8729248046875
958,78.03802490234375
959,65.70281982421875
960,84.65423583984375
961,61.65313720703125
962,71.36688232421875
963,92.5140380859375
964,87.56561279296875
965,59.222412109375
966,92.97637939453125
967,66.8731689453125
968,79.24652099609375
969,68.27850341796875
970,69.09332275390625
971,69.12994384765625
972,91.10870361328125
973,67.39654541015625
974,85.498046875
975,67.578125
976,83.91876220703125
977,97.003173828125
978,78.2257080078125
979,94.610595703125
980,63.75274658203125
981,49.5361328125
982,74.310302734375
983,75.189208984375
984,75.7232666015625
985,77.05535888671875
986,83.80889892578125
987,72.9736328125
988,81.25762939453125
989,91.42608642578125
990,89.88189697265625
991,85.77880859375
992,88.43994140625
993,76.9622802734375
994,50.2838134765625
995,78.57208251953125
996,90.0421142578125
