index,accuracy
0,87.9974365234375
1,92.17529296875
2,62.1337890625
3,67.8558349609375
4,82.9071044921875
5,58.08563232421875
6,90.765380859375
7,72.149658203125
8,81.73065185546875
9,94.09332275390625
10,83.51593017578125
11,65.8050537109375
12,72.41363525390625
13,73.60382080078125
14,87.469482421875
15,66.69921875
16,75.787353515625
17,91.23077392578125
18,83.880615234375
19,79.89501953125
20,79.278564453125
21,93.3624267578125
22,76.46942138671875
23,82.21588134765625
24,80.3863525390625
25,92.3431396484375
26,97.86529541015625
27,78.97186279296875
28,55.92498779296875
29,89.05029296875
30,66.16973876953125
31,70.73516845703125
32,94.80438232421875
33,27.06451416015625
34,85.33172607421875
35,65.643310546875
36,75.97503662109375
37,80.07659912109375
38,90.04364013671875
39,95.54595947265625
40,53.4088134765625
41,83.59222412109375
42,63.27667236328125
43,81.06536865234375
44,82.2845458984375
45,87.13836669921875
46,76.031494140625
47,86.19384765625
48,78.21807861328125
49,93.44024658203125
50,73.968505859375
51,85.67657470703125
52,91.86859130859375
53,88.2781982421875
54,93.29071044921875
55,80.7708740234375
56,82.1624755859375
57,86.89422607421875
58,69.23980712890625
59,76.3153076171875
60,77.9052734375
61,97.5311279296875
62,61.5447998046875
63,85.08758544921875
64,62.5213623046875
65,27.923583984375
66,71.67510986328125
67,98.99749755859375
68,71.929931640625
69,64.83917236328125
70,82.80487060546875
71,83.0169677734375
72,84.01947021484375
73,66.7449951171875
74,97.686767578125
75,81.92138671875
76,87.29705810546875
77,49.82147216796875
78,79.864501953125
79,79.75311279296875
80,80.1605224609375
81,92.91839599609375
82,54.449462890625
83,62.9638671875
84,88.45367431640625
85,98.9593505859375
86,84.46044921875
87,82.5897216796875
88,94.5037841796875
89,80.2703857421875
90,97.406005859375
91,80.780029296875
92,67.327880859375
93,90.570068359375
94,9.0850830078125
95,96.4080810546875
96,52.93731689453125
97,91.680908203125
98,94.70977783203125
99,74.2431640625
100,80.59234619140625
101,82.43408203125
102,62.41302490234375
103,60.6536865234375
104,91.02325439453125
105,75.2471923828125
106,97.36328125
107,58.660888671875
108,93.69049072265625
109,55.1544189453125
110,97.88665771484375
111,88.6871337890625
112,99.04632568359375
113,55.7281494140625
114,91.00189208984375
115,74.95880126953125
116,98.98529052734375
117,89.99176025390625
118,60.31646728515625
119,78.26690673828125
120,85.64300537109375
121,84.51080322265625
122,81.52313232421875
123,88.5833740234375
124,78.399658203125
125,95.172119140625
126,92.5750732421875
127,72.88665771484375
128,67.3583984375
129,79.00543212890625
130,59.735107421875
131,94.80438232421875
132,87.98980712890625
133,78.59649658203125
134,96.7010498046875
135,91.71295166015625
136,83.4197998046875
137,88.85955810546875
138,67.1051025390625
139,67.218017578125
140,88.7969970703125
141,75.2838134765625
142,95.025634765625
143,90.22064208984375
144,73.6297607421875
145,86.981201171875
146,98.51531982421875
147,86.62567138671875
148,80.01861572265625
149,76.88446044921875
150,72.20916748046875
151,55.68695068359375
152,84.8052978515625
153,63.64288330078125
154,98.36883544921875
155,82.18841552734375
156,78.80401611328125
157,81.68792724609375
158,87.05596923828125
159,78.06549072265625
160,80.5450439453125
161,91.87164306640625
162,58.2763671875
163,86.8133544921875
164,79.3426513671875
165,94.54498291015625
166,79.97894287109375
167,72.2198486328125
168,75.85296630859375
169,78.4576416015625
170,89.02130126953125
171,65.9698486328125
172,40.8966064453125
173,39.30511474609375
174,51.9439697265625
175,45.34149169921875
176,84.0789794921875
177,82.0159912109375
178,77.51617431640625
179,60.26611328125
180,47.89581298828125
181,83.32366943359375
182,76.300048828125
183,52.044677734375
184,72.58453369140625
185,89.50042724609375
186,89.53704833984375
187,92.71392822265625
188,89.28985595703125
189,84.04541015625
190,92.84210205078125
191,86.46392822265625
192,97.10235595703125
193,76.7791748046875
194,91.46575927734375
195,90.17333984375
196,44.55108642578125
197,88.32244873046875
198,88.7481689453125
199,71.91314697265625
200,60.919189453125
201,87.45269775390625
202,97.7996826171875
203,57.30743408203125
204,77.48870849609375
205,66.900634765625
206,77.288818359375
207,90.12298583984375
208,96.3348388671875
209,87.55035400390625
210,90.1214599609375
211,91.3177490234375
212,82.0709228515625
213,89.3310546875
214,64.94140625
215,59.5184326171875
216,69.15435791015625
217,67.755126953125
218,87.06512451171875
219,79.52423095703125
220,91.64276123046875
221,76.727294921875
222,70.6787109375
223,88.53912353515625
224,79.803466796875
225,93.9605712890625
226,73.68927001953125
227,69.6014404296875
228,65.814208984375
229,84.2437744140625
230,48.101806640625
231,50.0274658203125
232,52.66265869140625
233,93.82476806640625
234,90.1336669921875
235,83.392333984375
236,63.330078125
237,88.3392333984375
238,93.58062744140625
239,77.3681640625
240,96.76513671875
241,63.85345458984375
242,86.81640625
243,54.3182373046875
244,87.10174560546875
245,84.6954345703125
246,93.7957763671875
247,73.8128662109375
248,90.4571533203125
249,71.7559814453125
250,93.6248779296875
251,72.2259521484375
252,94.22760009765625
253,96.61407470703125
254,68.37310791015625
255,43.15032958984375
256,72.9034423828125
257,75.26397705078125
258,92.58270263671875
259,83.447265625
260,69.54803466796875
261,97.48992919921875
262,94.12841796875
263,90.16571044921875
264,70.4803466796875
265,93.8201904296875
266,85.1531982421875
267,68.60809326171875
268,84.81292724609375
269,85.430908203125
270,94.6258544921875
271,80.40008544921875
272,87.35809326171875
273,30.2642822265625
274,70.770263671875
275,93.04962158203125
276,88.62762451171875
277,73.419189453125
278,56.6741943359375
279,95.83740234375
280,91.0400390625
281,89.202880859375
282,73.20404052734375
283,92.791748046875
284,64.34478759765625
285,92.00592041015625
286,81.52008056640625
287,73.39324951171875
288,48.876953125
289,99.298095703125
290,54.962158203125
291,96.12274169921875
292,91.1773681640625
293,88.54522705078125
294,89.41802978515625
295,53.65447998046875
296,92.43316650390625
297,91.8304443359375
298,84.7747802734375
299,83.343505859375
300,92.27294921875
301,84.35821533203125
302,58.47015380859375
303,84.21783447265625
304,87.2589111328125
305,69.12994384765625
306,71.09222412109375
307,69.72503662109375
308,67.999267578125
309,67.75970458984375
310,81.7779541015625
311,86.175537109375
312,90.25726318359375
313,61.97967529296875
314,28.717041015625
315,80.77392578125
316,94.20166015625
317,60.06011962890625
318,96.11968994140625
319,78.01666259765625
320,36.187744140625
321,58.69140625
322,91.03240966796875
323,90.70281982421875
324,63.446044921875
325,82.61871337890625
326,78.753662109375
327,88.57879638671875
328,89.02587890625
329,64.48516845703125
330,78.09906005859375
331,96.35162353515625
332,65.84930419921875
333,74.188232421875
334,90.09857177734375
335,78.40728759765625
336,92.00592041015625
337,89.90936279296875
338,74.371337890625
339,74.8443603515625
340,80.17730712890625
341,53.68194580078125
342,92.2607421875
343,87.042236328125
344,95.13702392578125
345,70.9503173828125
346,90.0909423828125
347,95.8648681640625
348,53.29437255859375
349,94.97833251953125
350,94.30389404296875
351,81.5582275390625
352,71.52252197265625
353,68.20831298828125
354,89.6087646484375
355,78.99017333984375
356,86.17706298828125
357,74.1912841796875
358,87.890625
359,78.289794921875
360,80.84716796875
361,85.32257080078125
362,71.17767333984375
363,86.10076904296875
364,73.3154296875
365,60.20965576171875
366,92.718505859375
367,81.597900390625
368,63.16986083984375
369,82.9681396484375
370,87.34893798828125
371,75.58746337890625
372,82.14874267578125
373,78.3477783203125
374,61.63482666015625
375,88.75732421875
376,91.6259765625
377,87.60223388671875
378,71.56524658203125
379,49.7589111328125
380,83.40606689453125
381,83.953857421875
382,96.8719482421875
383,75.8087158203125
384,70.71075439453125
385,90.313720703125
386,72.63946533203125
387,95.75042724609375
388,72.607421875
389,62.50152587890625
390,66.839599609375
391,87.0513916015625
392,65.3167724609375
393,64.4866943359375
394,97.69287109375
395,74.7222900390625
396,78.277587890625
397,89.288330078125
398,76.995849609375
399,92.32025146484375
400,68.6614990234375
401,79.48760986328125
402,90.98358154296875
403,73.0682373046875
404,63.0157470703125
405,85.4400634765625
406,82.35931396484375
407,95.43914794921875
408,81.18896484375
409,88.02032470703125
410,87.432861328125
411,83.35723876953125
412,52.99224853515625
413,67.4652099609375
414,75.3936767578125
415,78.44390869140625
416,86.5081787109375
417,92.388916015625
418,50.26397705078125
419,85.92529296875
420,69.46868896484375
421,89.21661376953125
422,54.39605712890625
423,61.0137939453125
424,84.92584228515625
425,74.517822265625
426,85.3240966796875
427,75.57220458984375
428,85.86883544921875
429,69.15740966796875
430,71.1883544921875
431,82.02056884765625
432,80.45806884765625
433,75.1983642578125
434,77.94189453125
435,79.62799072265625
436,78.9215087890625
437,90.69366455078125
438,80.76171875
439,56.01043701171875
440,71.7926025390625
